Universidad;Titulo;Tipo;Nota_de_corte;Precio_del_credito
Universidad de Barcelona;Grado en Ingeniería Electrónica de Telecomunicación;Pública / Propio;7.2;39.53
Universidad de Barcelona;Grado en Ingeniería Informática;Pública / Propio;8.59;39.53
Universidad de Barcelona;Grado en Ingeniería Química;Pública / Propio;6.77;39.53
Universidad de Barcelona;Grado en Lenguas Románicas y sus Literaturas;Pública / Propio;5;25.27
Universidad de Barcelona;Grado en Lenguas y Literaturas Modernas;Pública / Propio;5;25.27
Universidad de Barcelona;Grado en Lingüística;Pública / Propio;5;25.27
Universidad de Barcelona;Grado en Maestro de Educación Infantil;Pública / Propio;8.42;25.27
Universidad de Barcelona;Grado en Maestro de Educación Primaria;Pública / Propio;8.4;25.27
Universidad de Barcelona;Grado en Matemáticas;Pública / Propio;11.6;35.77
Universidad de Barcelona;Grado en Medicina;Pública / Propio;12.63;39.53
Universidad de Barcelona;Grado en Nutrición Humana y Dietética;Pública / Propio;9.82;35.77
Universidad de Barcelona;Grado en Odontología;Pública / Propio;11.62;39.53
Universidad de Barcelona;Grado en Pedagogía;Pública / Propio;7.56;25.27
Universidad de Barcelona;Grado en Podología;Pública / Propio;7.41;35.77
Universidad de Barcelona;Grado en Psicología;Pública / Propio;8.25;35.77
Universidad de Barcelona;Grado en Química;Pública / Propio;8.27;35.77
Universidad de Barcelona;Grado en Relaciones Laborales;Pública / Propio;6.11;25.27
Universidad de Barcelona;Grado en Sociología;Pública / Propio;5.7;25.27
Universidad de Barcelona;Grado en Trabajo Social;Pública / Propio;7.88;25.27
Universidad de Burgos;Grado en Administración y Dirección de Empresas;Pública / Propio;5;14.05
Universidad de Burgos;Grado en Arquitectura Técnica;Pública / Propio;5;21.01
Universidad de Burgos;Grado en Ciencia Política y Gestión Pública;Pública / Propio;5;14.05
Universidad de Burgos;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;5;19.37
Universidad de Burgos;Grado en Comunicación Audiovisual;Pública / Propio;6.69;14.05
Universidad de Burgos;Grado en Derecho;Pública / Propio;5;12.94
Universidad de Burgos;Grado en Educación Social;Pública / Propio;5.09;14.05
Universidad de Burgos;Grado en Enfermería;Pública / Propio;10.34;21.01
Universidad de Burgos;Grado en Español: Lengua y Literatura;Pública / Propio;5;12.94
Universidad de Burgos;Grado en Finanzas y Contabilidad;Pública / Propio;5;14.05
Universidad de Burgos;Grado en Historia y Patrimonio;Pública / Propio;5;12.94
Universidad de Burgos;Grado en Ingeniería Agroalimentaria y del Medio Rural;Pública / Propio;5;21.01
Universidad de Burgos;Grado en Ingeniería Civil;Pública / Propio;5;21.01
Universidad de Burgos;Grado en Ingeniería de la Salud;Pública / Propio;6.9;21.01
Universidad de Burgos;Grado en Ingeniería de Organización Industrial;Pública / Propio;5;21.01
Universidad de Burgos;Grado en Ingeniería de Tecnologías de Caminos;Pública / Propio;4;21.01
Universidad de Burgos;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;21.01
Universidad de Burgos;Grado en Ingeniería Informática;Pública / Propio;5;21.01
Universidad de Burgos;Grado en Ingeniería Mecánica;Pública / Propio;5;21.01
Universidad de Burgos;Grado en Maestro de Educación Primaria;Pública / Propio;5;15.22
Universidad de Burgos;Grado en Maestro o Maestra de Educación Infantil;Pública / Propio;5;15.22
Universidad de Burgos;Grado en Pedagogía;Pública / Propio;5;15.22
Universidad de Burgos;Grado en Química;Pública / Propio;5;18.32
Universidad de Burgos;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;4;14.05
Universidad de Burgos;Grado en Terapia Ocupacional;Pública / Propio;5;19.37
Universidad de Burgos;Grado en Turismo;Pública / Propio;5;12.94
Universidad de Cádiz;Grado en Administración y Dirección de Empresas;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Arquitectura Naval e Ingeniería Marítima;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Biotecnología;Pública / Propio;11.27;12.62
Universidad de Cádiz;Grado en Ciencias Ambientales;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;10.53;12.62
Universidad de Cádiz;Grado en Ciencias del Mar;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Criminología y Seguridad;Pública / Propio;9.39;12.62
Universidad de Cádiz;Grado en Derecho;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Educación Infantil;Pública / Propio;7.42;12.62
Universidad de Cádiz;Grado en Educación Primaria;Pública / Propio;8.2;12.62
Universidad de Cádiz;Grado en Enfermería;Pública / Propio;10.1;12.62
Universidad de Cádiz;Grado en Enología;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Estudios Árabes e Islámicos;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Estudios Franceses;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Estudios Ingleses;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Filología Clásica;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Filología Hispánica;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Finanzas y Contabilidad;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Fisioterapia;Pública / Propio;11.26;12.62
Universidad de Cádiz;Grado en Gestión y Administración Pública;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Historia;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Humanidades;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Ingeniería Aeroespacial;Pública / Propio;11.06;12.62
Universidad de Cádiz;Grado en Ingeniería Civil;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Ingeniería Eléctrica;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Ingeniería en Diseño Industrial y Desarrollo del Producto;Pública / Propio;7.13;12.62
Universidad de Cádiz;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Ingeniería Informática;Pública / Propio;7.34;12.62
Universidad de Cádiz;Grado en Ingeniería Mecánica;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Ingeniería Química;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Ingeniería Radioelectrónica;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Lingüística y Lenguas Aplicadas;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Marina;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Marketing e Investigación de Mercados;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Matemáticas;Pública / Propio;10.24;12.62
Universidad de Cádiz;Grado en Medicina;Pública / Propio;12.71;12.62
Universidad de Cádiz;Grado en Náutica y Transporte Marítimo;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Psicología;Pública / Propio;8.46;12.62
Universidad de Cádiz;Grado en Publicidad y Relaciones Públicas;Pública / Propio;7.15;12.62
Universidad de Cádiz;Grado en Química;Pública / Propio;6.22;12.62
Universidad de Cádiz;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;12.62
Universidad de Cádiz;Grado en Trabajo Social;Pública / Propio;7.31;12.62
Universidad de Cádiz;Grado en Turismo;Pública / Propio;5;12.62
Universidad de Cantabria;Grado en Administración y Dirección de Empresas;Pública / Propio;5.46;11.14
